cod_divipola,municipio,departamento,tipo,lon,lat
68013,AGUADA,SANTANDER,Municipio,-73.523132,6.162355
68020,ALBANIA,SANTANDER,Municipio,-73.91336,5.759166
68051,ARATOCA,SANTANDER,Municipio,-73.01786,6.694418
68077,BARBOSA,SANTANDER,Municipio,-73.615965,5.932531
68079,BARICHARA,SANTANDER,Municipio,-73.223047,6.634111
68081,BARRANCABERMEJA,SANTANDER,Municipio,-73.849243,7.064857
68092,BETULIA,SANTANDER,Municipio,-73.283669,6.899525
68101,BOLÍVAR,SANTANDER,Municipio,-73.771346,5.988953
68121,CABRERA,SANTANDER,Municipio,-73.246475,6.592118
68132,CALIFORNIA,SANTANDER,Municipio,-72.946491,7.347989
68147,CAPITANEJO,SANTANDER,Municipio,-72.695427,6.527394
68152,CARCASÍ,SANTANDER,Municipio,-72.627099,6.629016
68160,CEPITÁ,SANTANDER,Municipio,-72.973536,6.753518
68162,CERRITO,SANTANDER,Municipio,-72.694851,6.840405
68167,CHARALÁ,SANTANDER,Municipio,-73.146873,6.284339
68169,CHARTA,SANTANDER,Municipio,-72.968798,7.28082
68176,CHIMA,SANTANDER,Municipio,-73.373656,6.344348
68179,CHIPATÁ,SANTANDER,Municipio,-73.637111,6.062521
68190,CIMITARRA,SANTANDER,Municipio,-73.953011,6.320886
68207,CONCEPCIÓN,SANTANDER,Municipio,-72.694567,6.768908
68209,CONFINES,SANTANDER,Municipio,-73.240554,6.357327
68211,CONTRATACIÓN,SANTANDER,Municipio,-73.474426,6.290561
68217,COROMORO,SANTANDER,Municipio,-73.040816,6.294999
68229,CURITÍ,SANTANDER,Municipio,-73.069383,6.605099
68235,EL CARMEN DE CHUCURÍ,SANTANDER,Municipio,-73.51066,6.700038
68245,EL GUACAMAYO,SANTANDER,Municipio,-73.496908,6.245111
68250,EL PEÑÓN,SANTANDER,Municipio,-73.815532,6.05537
68255,EL PLAYÓN,SANTANDER,Municipio,-73.20287,7.470715
68264,ENCINO,SANTANDER,Municipio,-73.098749,6.137429
68266,ENCISO,SANTANDER,Municipio,-72.699647,6.668034
68271,FLORIÁN,SANTANDER,Municipio,-73.97143,5.804659
68276,FLORIDABLANCA,SANTANDER,Municipio,-73.099104,7.072329
68296,GALÁN,SANTANDER,Municipio,-73.287769,6.638423
68298,GÁMBITA,SANTANDER,Municipio,-73.344185,5.945998
68307,GIRÓN,SANTANDER,Municipio,-73.166832,7.070432
68318,GUACA,SANTANDER,Municipio,-72.856322,6.876563
68320,GUADALUPE,SANTANDER,Municipio,-73.419292,6.245847
68322,GUAPOTÁ,SANTANDER,Municipio,-73.320732,6.308635
68324,GUAVATÁ,SANTANDER,Municipio,-73.700906,5.954348
68327,GÜEPSA,SANTANDER,Municipio,-73.575146,6.025013
68344,HATO,SANTANDER,Municipio,-73.308399,6.543957
68368,JESÚS MARÍA,SANTANDER,Municipio,-73.783396,5.876497
68370,JORDÁN,SANTANDER,Municipio,-73.096053,6.732727
68377,LA BELLEZA,SANTANDER,Municipio,-73.965494,5.85925
68385,LANDÁZURI,SANTANDER,Municipio,-73.811359,6.218812
68397,LA PAZ,SANTANDER,Municipio,-73.58959,6.178509
68406,LEBRIJA,SANTANDER,Municipio,-73.219524,7.113351
68418,LOS SANTOS,SANTANDER,Municipio,-73.102739,6.755203
68425,MACARAVITA,SANTANDER,Municipio,-72.593105,6.50658
68432,MÁLAGA,SANTANDER,Municipio,-72.732089,6.703081
68444,MATANZA,SANTANDER,Municipio,-73.015566,7.323175
68464,MOGOTES,SANTANDER,Municipio,-72.969807,6.475246
68468,MOLAGAVITA,SANTANDER,Municipio,-72.809175,6.67432
68498,OCAMONTE,SANTANDER,Municipio,-73.122563,6.339988
68500,OIBA,SANTANDER,Municipio,-73.299791,6.26521
68502,ONZAGA,SANTANDER,Municipio,-72.816766,6.344104
68522,PALMAR,SANTANDER,Municipio,-73.29109,6.537789
68524,PALMAS DEL SOCORRO,SANTANDER,Municipio,-73.287764,6.406139
68533,PÁRAMO,SANTANDER,Municipio,-73.17022,6.416811
68547,PIEDECUESTA,SANTANDER,Municipio,-73.054795,6.997245
68549,PINCHOTE,SANTANDER,Municipio,-73.174209,6.531552
68572,PUENTE NACIONAL,SANTANDER,Municipio,-73.677567,5.878381
68573,PUERTO PARRA,SANTANDER,Municipio,-74.056129,6.650785
68575,PUERTO WILCHES,SANTANDER,Municipio,-73.899909,7.344057
68615,RIONEGRO,SANTANDER,Municipio,-73.150177,7.265014
68655,SABANA DE TORRES,SANTANDER,Municipio,-73.49906,7.391919
68669,SAN ANDRÉS,SANTANDER,Municipio,-72.848864,6.811511
68673,SAN BENITO,SANTANDER,Municipio,-73.50907,6.126656
68679,SAN GIL,SANTANDER,Municipio,-73.134776,6.551952
68682,SAN JOAQUÍN,SANTANDER,Municipio,-72.867638,6.427548
68684,SAN JOSÉ DE MIRANDA,SANTANDER,Municipio,-72.733616,6.658995
68686,SAN MIGUEL,SANTANDER,Municipio,-72.644123,6.575315
68689,SAN VICENTE DE CHUCURÍ,SANTANDER,Municipio,-73.411024,6.880383
68705,SANTA BÁRBARA,SANTANDER,Municipio,-72.907445,6.990996
68720,SANTA HELENA DEL OPÓN,SANTANDER,Municipio,-73.616716,6.339565
68745,SIMACOTA,SANTANDER,Municipio,-73.337368,6.443469
68755,SOCORRO,SANTANDER,Municipio,-73.261198,6.46387
68770,SUAITA,SANTANDER,Municipio,-73.44165,6.101329
68773,SUCRE,SANTANDER,Municipio,-73.790975,5.918743
68780,SURATÁ,SANTANDER,Municipio,-72.984232,7.36658
68820,TONA,SANTANDER,Municipio,-72.967023,7.201417
68855,VALLE DE SAN JOSÉ,SANTANDER,Municipio,-73.143507,6.448028
68861,VÉLEZ,SANTANDER,Municipio,-73.672447,6.009275
68867,VETAS,SANTANDER,Municipio,-72.871041,7.30981
68872,VILLANUEVA,SANTANDER,Municipio,-73.174307,6.670078
68895,ZAPATOCA,SANTANDER,Municipio,-73.268034,6.814387
70001,SINCELEJO,SUCRE,Municipio,-75.395445,9.302322
70110,BUENAVISTA,SUCRE,Municipio,-74.972827,9.319794
70124,CAIMITO,SUCRE,Municipio,-75.117141,8.789324
70204,COLOSÓ,SUCRE,Municipio,-75.353256,9.494192
70215,COROZAL,SUCRE,Municipio,-75.293048,9.318749
70221,COVEÑAS,SUCRE,Municipio,-75.680158,9.402779
70230,CHALÁN,SUCRE,Municipio,-75.312697,9.545352
70233,EL ROBLE,SUCRE,Municipio,-75.198378,9.100647
70235,GALERAS,SUCRE,Municipio,-75.04959,9.160379
70265,GUARANDA,SUCRE,Municipio,-74.537749,8.468556
70400,LA UNIÓN,SUCRE,Municipio,-75.276056,8.853975
70418,LOS PALMITOS,SUCRE,Municipio,-75.268716,9.380269
70429,MAJAGUAL,SUCRE,Municipio,-74.628077,8.541163
70473,MORROA,SUCRE,Municipio,-75.305949,9.331395
70508,OVEJAS,SUCRE,Municipio,-75.229037,9.527176
70523,PALMITO,SUCRE,Municipio,-75.541264,9.333157
70670,SAMPUÉS,SUCRE,Municipio,-75.380222,9.183193
70678,SAN BENITO ABAD,SUCRE,Municipio,-75.031089,8.930108
70702,SAN JUAN DE BETULIA,SUCRE,Municipio,-75.243565,9.273066
70708,SAN MARCOS,SUCRE,Municipio,-75.133831,8.661774
70713,SAN ONOFRE,SUCRE,Municipio,-75.522398,9.736955
70717,SAN PEDRO,SUCRE,Municipio,-75.063647,9.39625
70742,SAN LUIS DE SINCÉ,SUCRE,Municipio,-75.145999,9.244308
70771,SUCRE,SUCRE,Municipio,-74.723175,8.811737
70820,SANTIAGO DE TOLÚ,SUCRE,Municipio,-75.581112,9.525387
70823,SAN JOSÉ DE TOLUVIEJO,SUCRE,Municipio,-75.44085,9.451819
73001,IBAGUÉ,TOLIMA,Municipio,-75.19425,4.432248
73024,ALPUJARRA,TOLIMA,Municipio,-74.9329,3.391548
73026,ALVARADO,TOLIMA,Municipio,-74.953418,4.567356
73030,AMBALEMA,TOLIMA,Municipio,-74.764429,4.782682
73043,ANZOÁTEGUI,TOLIMA,Municipio,-75.093772,4.631756
73055,ARMERO,TOLIMA,Municipio,-74.884438,5.030744
73067,ATACO,TOLIMA,Municipio,-75.382545,3.590591
73124,CAJAMARCA,TOLIMA,Municipio,-75.431971,4.438812
73148,CARMEN DE APICALÁ,TOLIMA,Municipio,-74.717633,4.152334
73152,CASABIANCA,TOLIMA,Municipio,-75.120966,5.078465
73168,CHAPARRAL,TOLIMA,Municipio,-75.480765,3.722918
73200,COELLO,TOLIMA,Municipio,-74.898464,4.287276
73217,COYAIMA,TOLIMA,Municipio,-75.193862,3.798036
73226,CUNDAY,TOLIMA,Municipio,-74.692227,4.059259
73236,DOLORES,TOLIMA,Municipio,-74.896761,3.539072
73268,ESPINAL,TOLIMA,Municipio,-74.885446,4.151314
73270,FALAN,TOLIMA,Municipio,-74.953007,5.123104
73275,FLANDES,TOLIMA,Municipio,-74.818763,4.276373
73283,FRESNO,TOLIMA,Municipio,-75.035722,5.153576
73319,GUAMO,TOLIMA,Municipio,-74.968135,4.030992
73347,HERVEO,TOLIMA,Municipio,-75.177151,5.080228
73349,HONDA,TOLIMA,Municipio,-74.75699,5.211816
73352,ICONONZO,TOLIMA,Municipio,-74.531969,4.176487
73408,LÉRIDA,TOLIMA,Municipio,-74.910716,4.862046
73411,LÍBANO,TOLIMA,Municipio,-75.061959,4.92042
73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,Municipio,-74.889276,5.199708
73449,MELGAR,TOLIMA,Municipio,-74.641317,4.203655
73461,MURILLO,TOLIMA,Municipio,-75.171022,4.874341
73483,NATAGAIMA,TOLIMA,Municipio,-75.093182,3.624324
73504,ORTEGA,TOLIMA,Municipio,-75.222601,3.934916
73520,PALOCABILDO,TOLIMA,Municipio,-75.022167,5.120918
73547,PIEDRAS,TOLIMA,Municipio,-74.878106,4.543951
73555,PLANADAS,TOLIMA,Municipio,-75.644163,3.197911
73563,PRADO,TOLIMA,Municipio,-74.927447,3.750939
73585,PURIFICACIÓN,TOLIMA,Municipio,-74.935555,3.857246
73616,RIOBLANCO,TOLIMA,Municipio,-75.644069,3.529932
73622,RONCESVALLES,TOLIMA,Municipio,-75.605959,4.011567
73624,ROVIRA,TOLIMA,Municipio,-75.240648,4.239019
73671,SALDAÑA,TOLIMA,Municipio,-75.016852,3.929815
73675,SAN ANTONIO,TOLIMA,Municipio,-75.480074,3.914146
73678,SAN LUIS,TOLIMA,Municipio,-75.095804,4.133721
73686,SANTA ISABEL,TOLIMA,Municipio,-75.097934,4.713606
73770,SUÁREZ,TOLIMA,Municipio,-74.831885,4.048891
73854,VALLE DE SAN JUAN,TOLIMA,Municipio,-75.115669,4.197494
73861,VENADILLO,TOLIMA,Municipio,-74.929333,4.717878
73870,VILLAHERMOSA,TOLIMA,Municipio,-75.117729,5.030452
73873,VILLARRICA,TOLIMA,Municipio,-74.600285,3.936902
76001,SANTIAGO DE CALI,VALLE DEL CAUCA,Municipio,-76.52133,3.413686
76020,ALCALÁ,VALLE DEL CAUCA,Municipio,-75.779792,4.674994
76036,ANDALUCÍA,VALLE DEL CAUCA,Municipio,-76.167925,4.171713
76041,ANSERMANUEVO,VALLE DEL CAUCA,Municipio,-75.992003,4.794984
76054,ARGELIA,VALLE DEL CAUCA,Municipio,-76.119905,4.726945
76100,BOLÍVAR,VALLE DEL CAUCA,Municipio,-76.183583,4.337846
76109,BUENAVENTURA,VALLE DEL CAUCA,Municipio,-77.01074,3.875708
76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,Municipio,-76.298979,3.900736
76113,BUGALAGRANDE,VALLE DEL CAUCA,Municipio,-76.15682,4.208358
76122,CAICEDONIA,VALLE DEL CAUCA,Municipio,-75.830594,4.334808
76126,CALIMA,VALLE DEL CAUCA,Municipio,-76.484132,3.933664
76130,CANDELARIA,VALLE DEL CAUCA,Municipio,-76.346519,3.408354
76147,CARTAGO,VALLE DEL CAUCA,Municipio,-75.924374,4.742192
76233,DAGUA,VALLE DEL CAUCA,Municipio,-76.68886,3.657318
76243,EL ÁGUILA,VALLE DEL CAUCA,Municipio,-76.042779,4.906062
76246,EL CAIRO,VALLE DEL CAUCA,Municipio,-76.221611,4.760874
76248,EL CERRITO,VALLE DEL CAUCA,Municipio,-76.311972,3.684229
76250,EL DOVIO,VALLE DEL CAUCA,Municipio,-76.237084,4.510452
76275,FLORIDA,VALLE DEL CAUCA,Municipio,-76.234199,3.324118
76306,GINEBRA,VALLE DEL CAUCA,Municipio,-76.268068,3.724181
76318,GUACARÍ,VALLE DEL CAUCA,Municipio,-76.330911,3.761815
76364,JAMUNDÍ,VALLE DEL CAUCA,Municipio,-76.538472,3.258751
76377,LA CUMBRE,VALLE DEL CAUCA,Municipio,-76.56805,3.649268
76400,LA UNIÓN,VALLE DEL CAUCA,Municipio,-76.099661,4.533869
76403,LA VICTORIA,VALLE DEL CAUCA,Municipio,-76.036529,4.523603
76497,OBANDO,VALLE DEL CAUCA,Municipio,-75.974709,4.575712
76520,PALMIRA,VALLE DEL CAUCA,Municipio,-76.298846,3.531544
76563,PRADERA,VALLE DEL CAUCA,Municipio,-76.241799,3.419793
76606,RESTREPO,VALLE DEL CAUCA,Municipio,-76.523329,3.821351
76616,RIOFRÍO,VALLE DEL CAUCA,Municipio,-76.288313,4.156908
76622,ROLDANILLO,VALLE DEL CAUCA,Municipio,-76.152277,4.413601
76670,SAN PEDRO,VALLE DEL CAUCA,Municipio,-76.228692,3.995073
76736,SEVILLA,VALLE DEL CAUCA,Municipio,-75.931629,4.270714
76823,TORO,VALLE DEL CAUCA,Municipio,-76.076859,4.608085
76828,TRUJILLO,VALLE DEL CAUCA,Municipio,-76.318818,4.212037
76834,TULUÁ,VALLE DEL CAUCA,Municipio,-76.197731,4.085399
76845,ULLOA,VALLE DEL CAUCA,Municipio,-75.737808,4.703623
76863,VERSALLES,VALLE DEL CAUCA,Municipio,-76.199203,4.575019
76869,VIJES,VALLE DEL CAUCA,Municipio,-76.441804,3.698686
76890,YOTOCO,VALLE DEL CAUCA,Municipio,-76.382698,3.861241
76892,YUMBO,VALLE DEL CAUCA,Municipio,-76.499893,3.540097
76895,ZARZAL,VALLE DEL CAUCA,Municipio,-76.070795,4.392658
81001,ARAUCA,ARAUCA,Municipio,-70.747408,7.072726
81065,ARAUQUITA,ARAUCA,Municipio,-71.426733,7.02702
81220,CRAVO NORTE,ARAUCA,Municipio,-70.204286,6.303913
81300,FORTUL,ARAUCA,Municipio,-71.76877,6.796695
81591,PUERTO RONDÓN,ARAUCA,Municipio,-71.10339,6.281461
81736,SARAVENA,ARAUCA,Municipio,-71.872812,6.953926
81794,TAME,ARAUCA,Municipio,-71.754427,6.453324
85001,YOPAL,CASANARE,Municipio,-72.396132,5.327102
85010,AGUAZUL,CASANARE,Municipio,-72.546838,5.172641
85015,CHÁMEZA,CASANARE,Municipio,-72.87016,5.214527
85125,HATO COROZAL,CASANARE,Municipio,-71.764213,6.154099
85136,LA SALINA,CASANARE,Municipio,-72.334978,6.127762
85139,MANÍ,CASANARE,Municipio,-72.281384,4.81681
85162,MONTERREY,CASANARE,Municipio,-72.894065,4.877017
85225,NUNCHÍA,CASANARE,Municipio,-72.195323,5.636474
85230,OROCUÉ,CASANARE,Municipio,-71.338533,4.790258
85250,PAZ DE ARIPORO,CASANARE,Municipio,-71.890348,5.879827
85263,PORE,CASANARE,Municipio,-71.99286,5.72773
85279,RECETOR,CASANARE,Municipio,-72.760991,5.229181
85300,SABANALARGA,CASANARE,Municipio,-73.038696,4.854787
85315,SÁCAMA,CASANARE,Municipio,-72.250157,6.096738
85325,SAN LUIS DE PALENQUE,CASANARE,Municipio,-71.732198,5.422397
85400,TÁMARA,CASANARE,Municipio,-72.16165,5.829543
85410,TAURAMENA,CASANARE,Municipio,-72.74662,5.018977
85430,TRINIDAD,CASANARE,Municipio,-71.662812,5.412178
85440,VILLANUEVA,CASANARE,Municipio,-72.927797,4.61035
86001,MOCOA,PUTUMAYO,Municipio,-76.654238,1.151172
86219,COLÓN,PUTUMAYO,Municipio,-76.972566,1.190133
86320,ORITO,PUTUMAYO,Municipio,-76.873276,0.663593
86568,PUERTO ASÍS,PUTUMAYO,Municipio,-76.496887,0.505627
86569,PUERTO CAICEDO,PUTUMAYO,Municipio,-76.606118,0.687784
86571,PUERTO GUZMÁN,PUTUMAYO,Municipio,-76.407663,0.962854
86573,PUERTO LEGUÍZAMO,PUTUMAYO,Municipio,-74.781842,-0.192318
86749,SIBUNDOY,PUTUMAYO,Municipio,-76.917814,1.20026
86755,SAN FRANCISCO,PUTUMAYO,Municipio,-76.879283,1.174194
86757,SAN MIGUEL,PUTUMAYO,Municipio,-76.91217,0.34346
86760,SANTIAGO,PUTUMAYO,Municipio,-77.002641,1.147076
86865,VALLE DEL GUAMUEZ,PUTUMAYO,Municipio,-76.906751,0.423506
86885,VILLAGARZÓN,PUTUMAYO,Municipio,-76.61721,1.028821
88001,SAN ANDRÉS,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",Isla,-81.707181,12.578108
88564,PROVIDENCIA,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",Municipio,-81.368386,13.373185
91001,LETICIA,AMAZONAS,Municipio,-69.941721,-4.19895
91263,EL ENCANTO,AMAZONAS,Área no municipalizada,-73.207114,-1.74806
91405,LA CHORRERA,AMAZONAS,Área no municipalizada,-72.791889,-1.442617
91407,LA PEDRERA,AMAZONAS,Área no municipalizada,-69.585499,-1.320301
91430,LA VICTORIA,AMAZONAS,Área no municipalizada,-71.223208,0.054936
91460,MIRITÍ - PARANÁ,AMAZONAS,Área no municipalizada,-70.98893,-0.888833
91530,PUERTO ALEGRÍA,AMAZONAS,Área no municipalizada,-74.014461,-1.005674
91536,PUERTO ARICA,AMAZONAS,Área no municipalizada,-71.752186,-2.147039
91540,PUERTO NARIÑO,AMAZONAS,Municipio,-70.364937,-3.779934
91669,PUERTO SANTANDER,AMAZONAS,Área no municipalizada,-72.384213,-0.621184
91798,TARAPACÁ,AMAZONAS,Área no municipalizada,-69.741745,-2.890126
94001,INÍRIDA,GUAINÍA,Municipio,-67.918613,3.866764
94343,BARRANCOMINAS,GUAINÍA,Municipio,-69.814066,3.494178
94883,SAN FELIPE,GUAINÍA,Área no municipalizada,-67.067848,1.912495
94884,PUERTO COLOMBIA,GUAINÍA,Área no municipalizada,-67.566774,2.726438
94885,LA GUADALUPE,GUAINÍA,Área no municipalizada,-66.963692,1.632464
94886,CACAHUAL,GUAINÍA,Área no municipalizada,-67.413312,3.52617
94887,PANA PANA,GUAINÍA,Área no municipalizada,-69.0099,1.865668
94888,MORICHAL,GUAINÍA,Área no municipalizada,-69.919404,2.265132
95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,Municipio,-72.639254,2.565932
95015,CALAMAR,GUAVIARE,Municipio,-72.655197,1.960982
95025,EL RETORNO,GUAVIARE,Municipio,-72.627304,2.330164
95200,MIRAFLORES,GUAVIARE,Municipio,-71.950416,1.337539
97001,MITÚ,VAUPÉS,Municipio,-70.232641,1.253151
97161,CARURÚ,VAUPÉS,Municipio,-71.30221,1.016116
97511,PACOA,VAUPÉS,Área no municipalizada,-71.004339,0.020698
97666,TARAIRA,VAUPÉS,Municipio,-69.635497,-0.564984
97777,PAPUNAHUA,VAUPÉS,Área no municipalizada,-70.76091,1.908124
97889,YAVARATÉ,VAUPÉS,Área no municipalizada,-69.203337,0.609142
99001,PUERTO CARREÑO,VICHADA,Municipio,-67.487095,6.186636
99524,LA PRIMAVERA,VICHADA,Municipio,-70.410515,5.486309
99624,SANTA ROSALÍA,VICHADA,Municipio,-70.859499,5.136393
99773,CUMARIBO,VICHADA,Municipio,-69.795533,4.446352
